uri,wuri,tag,uri,diff,tot,miss,ratio,Person,Organisation,Company,SportsTeam,EducationalInstitution,PoliticalParty,Work,Document,MusicalWork,Film,Event,SocietalEvent,Activity,Place,PopulatedPlace,Country,ArchitecturalStructure,NaturalPlace,NaturalEvent,on,in,at,since,for,ago,before,to,past,from,till,until,by,year,sec,p_count,uri
http://dbpedia.org/ontology/president,,,president,291,1918,82,0.151720542,960,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,8,32,7,0,15,0,0,29,0,11,0,0,23,74,22,1001,president
http://dbpedia.org/ontology/relation,,,relation,286,1863,131,0.153515835,891,3,7,0,0,0,1,0,0,2,0,0,0,0,1,1,0,0,0,2,5,0,0,2,0,0,3,0,2,0,0,3,10,7,1001,relation
http://dbpedia.org/ontology/raceHorse,,,raceHorse,101,652,22,0.154907975,277,2,5,0,0,0,9,0,7,2,0,0,0,8,4,0,3,0,0,9,42,9,0,21,0,1,12,0,1,0,1,11,119,36,674,raceHorse
http://dbpedia.org/ontology/academicAdvisor,,,academicAdvisor,125,764,16,0.163612565,655,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,14,15,0,6,0,0,14,0,4,0,0,4,32,10,781,academicAdvisor
http://dbpedia.org/ontology/primeMinister,,,primeMinister,327,1947,53,0.167950693,981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,49,10,2,28,0,1,36,1,13,0,3,22,101,37,1001,primeMinister
http://dbpedia.org/ontology/notableWork,,,notableWork,321,1908,53,0.168238994,50,5,1,3,2,1,666,0,12,63,0,0,3,10,5,0,2,0,0,16,36,11,0,32,0,2,24,1,12,0,0,18,74,32,1001,notableWork
http://dbpedia.org/ontology/otherParty,,,otherParty,312,1834,151,0.170119956,39,795,0,0,0,880,0,0,0,0,1,0,0,0,0,0,0,0,0,2,14,1,0,6,0,0,6,0,5,0,0,2,38,8,1001,otherParty
http://dbpedia.org/ontology/location,,,location,40,231,14,0.173160173,6,3,0,0,0,0,0,0,0,0,0,0,0,173,139,86,35,1,0,8,46,16,0,10,0,2,29,2,8,0,0,14,70,13,245,location
http://dbpedia.org/ontology/stateOfOrigin,,0,stateOfOrigin,297,1693,307,0.175428234,300,1,0,0,0,1,0,0,0,0,1,0,0,599,645,595,0,0,0,44,127,44,0,78,0,8,74,3,26,0,3,50,275,50,1001,stateOfOrigin
http://dbpedia.org/ontology/restingPlace,,0,restingPlace,330,1871,129,0.176376269,22,7,1,0,0,1,0,0,0,0,0,0,0,764,518,111,187,5,0,60,162,74,1,59,0,12,108,1,52,0,2,58,207,68,1001,restingPlace
http://dbpedia.org/ontology/militaryRank,,,militaryRank,329,1850,83,0.177837838,142,4,0,0,0,0,0,0,33,0,1,1,0,2,2,2,0,0,0,6,49,19,0,11,0,2,37,0,5,0,1,10,102,20,1001,militaryRank
http://dbpedia.org/ontology/draftTeam,,,draftTeam,342,1883,24,0.181625066,1,798,0,807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,75,6,1,38,0,5,28,0,6,0,0,65,150,62,1001,draftTeam
http://dbpedia.org/ontology/species,,,species,85,467,41,0.182012848,24,4,3,0,0,0,8,0,0,2,0,0,0,2,0,6,0,0,0,47,124,31,2,36,0,10,89,1,38,0,2,54,84,61,535,species
http://dbpedia.org/ontology/opponent,,,opponent,24,131,22,0.183206107,105,10,5,0,0,9,0,0,0,0,0,0,0,0,0,1,0,0,0,1,8,1,0,1,0,0,6,0,1,0,1,0,4,3,153,opponent
http://dbpedia.org/ontology/militaryUnit,,,militaryUnit,171,926,96,0.184665227,27,748,5,3,0,1,2,0,0,0,3,3,0,6,0,1,0,0,0,15,25,17,0,13,0,6,24,0,8,0,1,8,35,16,1001,militaryUnit
http://dbpedia.org/ontology/predecessor,,,predecessor,367,1926,75,0.190550363,966,4,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,13,26,11,0,18,0,2,30,0,9,0,0,24,52,21,1001,predecessor
http://dbpedia.org/ontology/hometown,,,hometown,338,1726,275,0.195828505,99,2,0,0,0,0,4,0,3,1,0,0,0,914,914,306,0,0,0,69,166,105,1,81,0,9,113,1,35,0,2,63,325,83,1001,hometown
http://dbpedia.org/ontology/monarch,,,monarch,387,1935,65,0.2,836,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,8,2,1,1,0,1,4,0,3,0,0,4,15,2,1001,monarch
http://dbpedia.org/ontology/almaMater,,,almaMater,395,1914,87,0.206374086,2,929,6,0,926,0,0,0,0,0,0,0,0,0,5,0,3,0,0,8,18,16,0,7,0,4,18,0,8,0,1,5,55,10,1001,almaMater
http://dbpedia.org/ontology/university,,,university,331,1597,29,0.207263619,16,787,1,10,776,0,0,0,0,0,0,0,0,0,1,0,1,0,0,5,9,3,0,6,0,0,6,0,1,0,0,1,13,7,1001,university
http://dbpedia.org/ontology/coach,,,coach,235,1132,120,0.207597173,737,3,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,2,0,0,1,0,0,3,0,0,0,0,0,12,0,1001,coach
http://dbpedia.org/ontology/nationality,,,nationality,364,1716,281,0.212121212,239,6,0,0,0,1,0,0,0,0,2,2,0,599,638,588,0,0,0,56,172,61,3,114,0,10,143,0,44,0,4,71,298,102,1001,nationality
http://dbpedia.org/ontology/institution,,,institution,253,1189,29,0.212783852,13,872,33,0,575,0,1,0,0,0,0,0,0,2,1,1,3,0,0,15,29,29,0,18,0,2,18,1,9,0,1,6,78,14,1001,institution
http://dbpedia.org/ontology/majorShrine,,,majorShrine,188,873,24,0.21534937,79,6,0,0,2,0,0,0,0,0,0,0,0,692,621,218,146,3,0,75,246,93,2,70,0,8,203,0,52,1,3,76,222,79,897,majorShrine
http://dbpedia.org/ontology/successor,,,successor,417,1931,65,0.215950285,956,2,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,8,17,5,1,9,0,0,25,0,7,0,0,18,35,8,1001,successor
http://dbpedia.org/ontology/significantProject,,,significantProject,145,671,14,0.21609538,24,91,47,0,28,0,11,0,13,1,1,1,0,333,139,32,177,18,0,32,60,24,1,41,0,2,42,0,11,0,0,14,113,24,711,significantProject
http://dbpedia.org/ontology/notableStudent,,,notableStudent,123,563,15,0.218472469,509,8,2,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,10,11,0,5,0,1,7,0,3,0,0,4,14,5,579,notableStudent
http://dbpedia.org/ontology/profession,,,profession,391,1783,217,0.219293326,713,26,10,0,2,0,1,0,2,0,0,0,3,1,0,0,1,0,0,5,48,19,1,14,0,2,45,1,13,0,0,14,174,16,1001,profession
http://dbpedia.org/ontology/formerChoreographer,,,formerChoreographer,131,591,14,0.221658206,535,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,4,3,0,1,0,0,1,0,0,0,0,0,14,0,605,formerChoreographer
http://dbpedia.org/ontology/lastAppearance,,,lastAppearance,264,1169,124,0.225834046,19,2,0,0,0,0,737,0,9,159,0,0,0,0,0,0,0,0,0,11,21,9,2,7,0,2,14,0,8,0,0,8,20,17,1001,lastAppearance
http://dbpedia.org/ontology/formerCoach,,,formerCoach,268,1185,33,0.226160338,881,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,4,3,0,4,0,0,3,0,0,0,0,0,21,0,1001,formerCoach
http://dbpedia.org/ontology/parent,,,parent,433,1899,89,0.228014745,909,0,3,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,5,34,6,1,8,0,2,23,0,9,0,0,15,36,30,1001,parent
http://dbpedia.org/ontology/canonizedPlace,,,canonizedPlace,60,263,13,0.228136882,13,0,0,0,0,0,0,0,0,0,0,0,0,252,246,171,12,0,0,7,27,15,0,9,0,2,26,0,4,0,0,8,50,8,276,canonizedPlace
http://dbpedia.org/ontology/deathCause,,,deathCause,429,1880,111,0.228191489,6,2,1,0,0,0,0,0,0,0,3,3,0,3,3,2,1,0,0,40,41,50,0,9,0,9,29,0,14,0,1,17,186,5,1001,deathCause
http://dbpedia.org/ontology/choreographer,,,choreographer,144,588,69,0.244897959,454,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,7,0,658,choreographer
eternal,,,temporal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
