uri,p_only_one_counter,p_multy_objs_same_type_counter,p_objs_unique_type_counter,p_has_primitive_type,tag
http://dbpedia.org/property/dipstyle,0.111888112,0,0.000999001,0.887112887,-1
http://dbpedia.org/property/weightClass,0.604395604,0,0.165834166,0.22977023,-1
http://dbpedia.org/property/influencedBy,0.005994006,0.002997003,0.001998002,0.989010989,-1
http://dbpedia.org/property/prizes,0.010989011,0.001998002,0,0.987012987,-1
http://dbpedia.org/property/diocese,0.634365634,0.011988012,0,0.353646354,-1
http://dbpedia.org/property/constituencyMp,0.230769231,0.066933067,0.035964036,0.666333666,-1
http://dbpedia.org/property/extour,0.566433566,0.083916084,0.097902098,0.251748252,-1
http://dbpedia.org/property/constituency,0.007992008,0,0,0.992007992,-1
http://dbpedia.org/property/coach,0.097902098,0.012987013,0.000999001,0.888111888,-1
http://dbpedia.org/property/currentclub,0.005994006,0,0,0.994005994,-1
http://dbpedia.org/property/introducer,0.460539461,0.153846154,0.032967033,0.352647353,-1
http://dbpedia.org/property/before,0.46953047,0.310689311,0.014985015,0.204795205,-1
http://dbpedia.org/property/clubs,0.004995005,0.003996004,0,0.991008991,-1
http://dbpedia.org/property/careerPosition,0.573951435,0.107064018,0.178807947,0.1401766,-1
http://dbpedia.org/property/branch,0.004995005,0,0,0.995004995,-1
http://dbpedia.org/property/series,0.001998002,0,0,0.998001998,-1
http://dbpedia.org/property/school,0.054945055,0.001998002,0.001998002,0.941058941,-1
http://dbpedia.org/property/counties,0.786213786,0,0.038961039,0.174825175,-1
http://dbpedia.org/property/restingPlace,0.147852148,0.065934066,0.020979021,0.765234765,-1
http://dbpedia.org/property/years,0.001998002,0.000999001,0.000999001,0.996003996,-1
http://dbpedia.org/property/constituencyAm,0,0,0.000999001,0.999000999,-1
http://dbpedia.org/property/genre,0.001998002,0.000999001,0.000999001,0.996003996,-1
http://dbpedia.org/property/label,0.000999001,0.007992008,0,0.991008991,-1
http://dbpedia.org/property/conference,0.096903097,0.093906094,0.022977023,0.786213786,-1
http://dbpedia.org/property/honorificPrefix,0.605394605,0.003996004,0.01998002,0.370629371,-1
http://dbpedia.org/property/cteam,0.238761239,0.44955045,0.150849151,0.160839161,-1
http://dbpedia.org/property/tour,0.608391608,0.058941059,0.040959041,0.291708292,-1
http://dbpedia.org/property/governor,0.001998002,0.000999001,0,0.997002997,-1
http://dbpedia.org/property/ruAmateurclubs,0.38961039,0.338661339,0.021978022,0.24975025,-1
http://dbpedia.org/property/premier,0.502497502,0.414585415,0.000999001,0.081918082,-1
http://dbpedia.org/property/currentConference,0.853146853,0,0,0.146853147,-1
http://dbpedia.org/property/lastagainst,0.656343656,0.124875125,0.015984016,0.202797203,-1
http://dbpedia.org/property/teama,0.784215784,0,0.000999001,0.214785215,-1
http://dbpedia.org/property/teamb,0.764235764,0,0,0.235764236,-1
http://dbpedia.org/property/burialPlace,0.222777223,0.065934066,0.028971029,0.682317682,-1
http://dbpedia.org/property/lieutenant,0,0,0,1,-1
http://dbpedia.org/property/finalteam,0.047952048,0,0,0.952047952,-1
http://dbpedia.org/property/profession,0.005994006,0,0.000999001,0.993006993,-1
http://dbpedia.org/property/publisher,0.831168831,0.016983017,0.014985015,0.136863137,-1
http://dbpedia.org/property/conf,0.422577423,0.197802198,0.156843157,0.222777223,-1
http://dbpedia.org/property/highschool,0.452547453,0.008991009,0.010989011,0.527472527,-1
http://dbpedia.org/property/ruProclubs,0.426573427,0.452547453,0.007992008,0.112887113,-1
http://dbpedia.org/property/name,0.003996004,0.008991009,0.002997003,0.984015984,-1
http://dbpedia.org/property/successor,0.044955045,0.016983017,0.004995005,0.933066933,-1
http://dbpedia.org/property/instrument,0,0,0,1,-1
http://dbpedia.org/property/notableInstruments,0.000999001,0.000999001,0,0.998001998,-1
http://dbpedia.org/property/currentTitle,0.314685315,0.000999001,0.001998002,0.682317682,-1
http://dbpedia.org/property/formerTeams,0.013986014,0.012987013,0.002997003,0.97002997,-1
http://dbpedia.org/property/portrayer,0.321678322,0.172827173,0.007992008,0.497502498,-1
http://dbpedia.org/property/father,0.025974026,0.001998002,0,0.972027972,-1
http://dbpedia.org/property/deathCause,0.058941059,0.000999001,0,0.94005994,-1
http://dbpedia.org/property/ruProvince,0.585414585,0.225774226,0.01998002,0.168831169,-1
http://dbpedia.org/property/debutleague,0.034965035,0,0,0.965034965,-1
http://dbpedia.org/property/commands,0.000999001,0,0,0.999000999,-1
http://dbpedia.org/property/workInstitutions,0.434565435,0.24975025,0.04995005,0.265734266,-1
http://dbpedia.org/property/debutteam,0.000999001,0,0,0.999000999,-1
http://dbpedia.org/property/children,0.000999001,0.000999001,0.000999001,0.997002997,-1
http://dbpedia.org/property/field,0.007992008,0,0.001998002,0.99000999,-1
http://dbpedia.org/property/formerpartner,0.000999001,0.000999001,0,0.998001998,-1
http://dbpedia.org/property/data,0.180819181,0.104895105,0.04995005,0.664335664,-1
http://dbpedia.org/property/see,0.516483516,0.007992008,0.002997003,0.472527473,-1
http://dbpedia.org/property/succeeded,0.517482517,0.204795205,0.022977023,0.254745255,-1
http://dbpedia.org/property/riding,0.785214785,0.081918082,0.013986014,0.118881119,-1
http://dbpedia.org/property/prevSeries,0.193806194,0.424575425,0.218781219,0.162837163,-1
http://dbpedia.org/property/nominator,0.750507099,0.090263692,0.004056795,0.155172414,-1
http://dbpedia.org/property/dynasty,0.378621379,0.001998002,0,0.619380619,-1
http://dbpedia.org/property/club,0.212787213,0.345654346,0.018981019,0.422577423,-1
http://dbpedia.org/property/president,0.107892108,0.023976024,0,0.868131868,-1
http://dbpedia.org/property/debutagainst,0.581418581,0.198801199,0.047952048,0.171828172,-1
http://dbpedia.org/property/issue,0.267732268,0.353646354,0.085914086,0.292707293,-1
http://dbpedia.org/property/mainInterests,0.087912088,0.010989011,0.082917083,0.818181818,-1
http://dbpedia.org/property/appointer,0.370629371,0.03996004,0.007992008,0.581418581,-1
http://dbpedia.org/property/church,0.452547453,0,0.001998002,0.545454545,-1
http://dbpedia.org/property/fightingOutOf,0.20979021,0.320679321,0.015984016,0.453546454,-1
http://dbpedia.org/property/fields,0.002997003,0,0.001998002,0.995004995,-1
http://dbpedia.org/property/hometown,0.130869131,0.010989011,0.007992008,0.85014985,-1
http://dbpedia.org/property/homeTown,0.082917083,0.076923077,0.003996004,0.836163836,-1
http://dbpedia.org/property/style,0.511488511,0.076923077,0.083916084,0.327672328,-1
http://dbpedia.org/property/appointed,0.271728272,0.005994006,0,0.722277722,-1
http://dbpedia.org/property/youthclubs,0.032967033,0.011988012,0,0.955044955,-1
http://dbpedia.org/property/training,0.003996004,0,0,0.996003996,-1
http://dbpedia.org/property/succession,0.260739261,0.010989011,0.036963037,0.691308691,-1
http://dbpedia.org/property/workplaces,0.38961039,0.334665335,0.076923077,0.198801199,-1
http://dbpedia.org/property/classification,0.633366633,0.016983017,0.001998002,0.347652348,-1
http://dbpedia.org/property/strokes,0.523476523,0.067932068,0.040959041,0.367632368,-1
http://dbpedia.org/property/species,0.163836164,0,0.005994006,0.83016983,-1
http://dbpedia.org/property/weight,0.000999001,0,0,0.999000999,-1
http://dbpedia.org/property/influenced,0.010989011,0.016983017,0.000999001,0.971028971,-1
http://dbpedia.org/property/trainer,0.001998002,0,0.000999001,0.997002997,-1
http://dbpedia.org/property/collegeteam,0.642357642,0.005994006,0.010989011,0.340659341,-1
http://dbpedia.org/property/order,0.002997003,0,0,0.997002997,-1
http://dbpedia.org/property/honorificSuffix,0.313686314,0.057942058,0.091908092,0.536463536,-1
http://dbpedia.org/property/alongside,0.295704296,0.370629371,0.017982018,0.315684316,-1
http://dbpedia.org/property/almaMater,0.012987013,0.001998002,0,0.985014985,-1
http://dbpedia.org/property/university,0.080919081,0.002997003,0.002997003,0.913086913,-1
http://dbpedia.org/property/family,0.444555445,0.15984016,0.018981019,0.376623377,-1
http://dbpedia.org/property/currentTeam,0.410589411,0,0.000999001,0.588411588,-1
http://dbpedia.org/property/playerTeam,0.625374625,0.041958042,0.181818182,0.150849151,-1
http://dbpedia.org/property/occupation,0.002997003,0,0.000999001,0.996003996,-1
http://dbpedia.org/property/alliances,0.341658342,0.230769231,0.244755245,0.182817183,-1
http://dbpedia.org/property/placeofburial,0.002997003,0,0.000999001,0.996003996,-1
http://dbpedia.org/property/originalteam,0.247752248,0.013986014,0.016983017,0.721278721,-1
http://dbpedia.org/property/organization,0.395604396,0.056943057,0.042957043,0.504495504,-1
http://dbpedia.org/property/currentSeries,0.717282717,0.000999001,0.024975025,0.256743257,-1
http://dbpedia.org/property/relstyle,0.45954046,0,0.001998002,0.538461538,-1
http://dbpedia.org/property/restingplace,0.005994006,0.000999001,0,0.993006993,-1
http://dbpedia.org/property/primeminister,0.021978022,0.003996004,0,0.974025974,-1
http://dbpedia.org/property/after,0.437562438,0.305694306,0.028971029,0.227772228,-1
http://dbpedia.org/property/subject,0.031968032,0.005994006,0.042957043,0.919080919,-1
http://dbpedia.org/property/playingTeam,0.37962038,0.458541459,0.051948052,0.10989011,-1
http://dbpedia.org/property/ruPosition,0.394605395,0,0.001998002,0.603396603,-1
http://dbpedia.org/property/debutfor,0.55044955,0.016983017,0.004995005,0.427572428,-1
http://dbpedia.org/property/origin,0.030969031,0.006993007,0.001998002,0.96003996,-1
http://dbpedia.org/property/state,0.428571429,0.012987013,0,0.558441558,-1
http://dbpedia.org/property/creators,0.002997003,0.001998002,0.000999001,0.994005994,-1
http://dbpedia.org/property/veneratedIn,0.006993007,0.000999001,0.000999001,0.991008991,-1
http://dbpedia.org/property/house,0.649350649,0.008991009,0.007992008,0.333666334,-1
http://dbpedia.org/property/highSchool,0.504495504,0.038961039,0.002997003,0.453546454,-1
http://dbpedia.org/property/mother,0.024975025,0.005994006,0,0.969030969,-1
http://dbpedia.org/property/managerclubs,0.027972028,0.092907093,0.000999001,0.878121878,-1
http://dbpedia.org/property/title,0.188811189,0.063936064,0.116883117,0.63036963,-1
http://dbpedia.org/property/otherparty,0.001998002,0,0,0.998001998,-1
http://dbpedia.org/property/college,0.566433566,0.002997003,0.004995005,0.425574426,-1
http://dbpedia.org/property/sport,0.508491508,0.220779221,0.004995005,0.265734266,-1
http://dbpedia.org/property/proteam,0.142857143,0.061938062,0.007992008,0.787212787,-1
http://dbpedia.org/property/doctoralStudents,0.003996004,0.000999001,0,0.995004995,-1
http://dbpedia.org/property/workInstitution,0.454545455,0.241758242,0.061938062,0.241758242,-1
http://dbpedia.org/property/preceded,0.529470529,0.167832168,0.030969031,0.271728272,-1
http://dbpedia.org/property/parents,0.058941059,0.011988012,0.005994006,0.923076923,-1
http://dbpedia.org/property/battles,0.002997003,0,0,0.997002997,-1
http://dbpedia.org/property/with,0.405594406,0.104895105,0.096903097,0.392607393,-1
http://dbpedia.org/property/influences,0.016983017,0.014985015,0.001998002,0.966033966,-1
